artist,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Dance/Electronic,Folk/Acoustic,R&B,World/Traditional,blues,classical,country,easy listening,hip hop,jazz,latin,metal,pop,rock
Melanie C,352173,False,1999,54,0.522,0.803,1,-5.825,1,0.0327,0.00117,0.00167,0.31,0.0783,135.205,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Limp Bizkit,321040,False,2000,72,0.425,0.852,11,-5.607,1,0.046,0.0175,0.306,0.0935,0.512,101.968,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Darude,225493,False,2001,69,0.528,0.965,11,-7.984,0,0.0465,0.141,0.985,0.0797,0.587,136.065,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Da Brat,221160,True,2000,53,0.879,0.681,10,-8.951,0,0.24,0.017,0.0,0.0669,0.817,99.974,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Moloko,318280,False,2000,54,0.682,0.743,9,-10.644,0,0.165,0.35,0.000129,0.277,0.546,127.962,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Chicane,210786,False,2016,47,0.644,0.72,10,-9.635,0,0.0419,0.00145,0.504,0.0839,0.53,132.017,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DMX,268866,True,1999,71,0.51,0.931,11,-3.302,1,0.347,0.0738,0.0,0.5,0.53,201.936,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Debelah Morgan,220106,False,2000,49,0.85,0.674,7,-7.981,0,0.0373,0.309,0.000645,0.0356,0.74,115.005,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Madonna,225973,False,2000,58,0.736,0.802,7,-8.527,1,0.0663,0.00149,0.0876,0.14,0.871,119.854,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ruff Endz,242560,False,2000,52,0.839,0.641,10,-5.669,0,0.0858,0.0324,4.56e-06,0.0602,0.927,97.004,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Britney Spears,243533,False,1999,58,0.633,0.922,11,-4.842,0,0.0454,0.116,0.000465,0.071,0.686,84.11,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Montell Jordan,276266,False,1999,59,0.813,0.491,10,-9.923,0,0.077,0.241,4.61e-05,0.0817,0.868,99.008,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Kylie Minogue,207866,False,2000,55,0.761,0.662,6,-7.645,0,0.0548,0.292,6.19e-05,0.0956,0.631,120.043,1,0,0,0,0,0,0,0,0,0,0,0,1,0
JAY-Z,283066,True,1999,69,0.88,0.814,11,-6.307,0,0.14,0.168,0.00672,0.0584,0.942,138.083,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LeAnn Rimes,229826,False,2001,61,0.478,0.736,7,-7.124,1,0.0367,0.02,9.58e-05,0.118,0.564,144.705,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Avant,255600,False,2000,55,0.798,0.48,0,-5.564,1,0.0276,0.247,0.0,0.237,0.643,108.241,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Enrique Iglesias,219360,False,1999,54,0.683,0.866,1,-5.436,0,0.0329,0.0395,0.00161,0.0483,0.542,121.996,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Toni Braxton,261933,False,2000,66,0.739,0.947,11,-1.916,0,0.0411,0.00916,3.14e-05,0.326,0.766,88.009,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Bow Wow,175893,False,2000,36,0.852,0.75,8,-5.153,1,0.168,0.434,0.0,0.265,0.934,72.016,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Dr. Dre,222293,True,1999,79,0.924,0.74,8,-1.299,1,0.0774,0.0827,0.0,0.163,0.621,133.974,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Missy Elliott,215466,True,1998,49,0.727,0.445,1,-11.241,1,0.291,0.339,0.0,0.18,0.527,81.125,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Backstreet Boys,234960,False,1999,68,0.63,0.625,6,-5.088,0,0.0252,0.231,0.0,0.0765,0.683,167.998,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Samantha Mumba,201946,False,2018,43,0.729,0.632,0,-8.75,0,0.0279,0.191,0.0,0.166,0.774,109.981,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mýa,236906,False,2000,59,0.772,0.688,1,-4.715,0,0.0405,0.0548,9.79e-05,0.0725,0.348,98.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Mary Mary,198346,False,2000,64,0.779,0.834,7,-2.773,1,0.162,0.0343,0.0,0.0886,0.8,100.46,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Next,243666,False,2004,52,0.829,0.652,7,-8.693,0,0.108,0.067,0.0,0.0812,0.726,99.581,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Janet Jackson,265026,False,2001,47,0.771,0.796,5,-3.081,0,0.076,0.0993,0.00278,0.0981,0.801,99.316,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Ricky Martin,280626,False,2000,60,0.63,0.95,1,-4.012,1,0.0806,0.000915,6.51e-06,0.373,0.858,143.866,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Jagged Edge,244053,False,2000,55,0.721,0.836,8,-3.972,0,0.206,0.112,0.0,0.235,0.508,126.279,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Sisqo,274226,True,1999,60,0.746,0.443,1,-7.693,0,0.0771,0.282,0.0,0.14,0.272,119.311,0,0,1,0,0,0,0,0,1,0,0,0,1,0
JAY-Z,227866,True,2000,59,0.8,0.922,4,-5.125,0,0.24,0.301,9.31e-06,0.0352,0.801,98.631,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mariah Carey,257360,False,1999,59,0.348,0.532,10,-5.882,1,0.0331,0.592,0.0,0.106,0.148,129.297,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Baha Men,198400,False,2000,65,0.869,0.887,0,-4.505,1,0.0993,0.0605,0.0,0.148,0.784,129.221,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Donell Jones,243733,True,1999,63,0.854,0.543,8,-6.166,0,0.0844,0.0402,5.73e-05,0.0419,0.868,103.032,0,0,1,0,0,0,0,0,0,0,0,0,1,0
LeAnn Rimes,215506,False,2001,65,0.628,0.834,6,-6.341,0,0.0497,0.403,0.0,0.051,0.626,97.865,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Oasis,278666,False,2000,0,0.408,0.849,2,-5.631,1,0.0333,0.0136,2.51e-05,0.56,0.628,84.192,0,1,0,0,0,0,0,0,0,0,0,0,0,1
DJ Ötzi,219240,False,2010,58,0.666,0.968,10,-3.196,1,0.046,0.123,0.0,0.347,0.834,135.099,1,0,0,0,0,0,0,1,0,0,0,0,1,0
P!nk,298960,False,2000,52,0.742,0.732,2,-6.046,0,0.0311,0.0424,0.00446,0.101,0.694,97.922,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mariah Carey,199480,False,2011,0,0.471,0.514,1,-5.599,1,0.0315,0.584,0.0,0.103,0.373,117.338,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Craig David,257200,False,2000,60,0.682,0.744,8,-6.981,1,0.0365,0.376,0.00951,0.06,0.827,132.493,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Christina Aguilera,273706,False,1999,61,0.599,0.47,1,-8.356,1,0.0376,0.38,0.0,0.111,0.298,127.177,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Madonna,273533,False,2000,58,0.631,0.734,5,-7.48,0,0.036,0.348,0.0,0.135,0.591,124.036,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Red Hot Chili Peppers,255373,False,1999,78,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sammie,251040,False,2000,55,0.826,0.656,9,-8.529,1,0.0617,0.0101,0.000113,0.0272,0.852,129.963,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Craig David,235133,False,2000,70,0.659,0.812,4,-7.499,0,0.0487,0.23,0.0,0.0951,0.888,83.014,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Santana,261973,False,1999,66,0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Kandi,243533,False,2000,55,0.859,0.622,11,-8.196,1,0.0445,0.0661,0.0,0.0394,0.433,134.007,0,0,1,0,0,0,0,0,0,0,0,0,1,0
P!nk,202800,False,2000,55,0.822,0.847,10,-6.729,0,0.0917,0.0854,0.0,0.0452,0.668,107.908,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Vengaboys,214819,False,2000,58,0.751,0.901,2,-5.802,1,0.0328,0.0504,0.00308,0.0395,0.973,124.017,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ronan Keating,234826,False,2000,59,0.655,0.791,0,-8.923,1,0.0302,0.1,0.000124,0.334,0.862,118.981,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Madison Avenue,228140,False,1999,56,0.808,0.982,3,-6.588,0,0.0311,0.0585,0.00689,0.35,0.961,124.999,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Destiny's Child,230200,False,1999,70,0.771,0.685,1,-4.639,1,0.0567,0.00543,0.00157,0.0537,0.683,88.997,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Céline Dion,241373,False,1999,64,0.634,0.886,9,-5.424,1,0.0434,0.154,0.0,0.118,0.577,93.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3 Doors Down,233933,False,2000,78,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Carl Thomas,226760,False,2000,52,0.736,0.666,1,-4.929,1,0.0337,0.0593,3.82e-05,0.107,0.224,89.824,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Mystikal,256973,True,2000,57,0.914,0.607,7,-5.658,1,0.32,0.0626,0.0,0.0515,0.666,98.054,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Fuel,236866,False,2000,49,0.313,0.831,1,-3.894,1,0.0404,0.000127,0.000341,0.24,0.332,152.034,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Donell Jones,253626,False,1999,57,0.664,0.396,5,-9.131,0,0.0298,0.52,0.0,0.268,0.453,102.053,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Savage Garden,281466,False,1999,54,0.581,0.607,4,-8.458,1,0.028,0.189,1.6e-06,0.0882,0.213,102.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Westlife,231760,False,2000,68,0.491,0.593,0,-5.975,1,0.0255,0.098,0.0,0.257,0.328,144.142,0,0,0,0,0,0,0,0,0,0,0,0,1,0
All Saints,268746,False,2000,62,0.631,0.664,6,-9.197,1,0.0242,0.0498,0.00042,0.0696,0.407,100.618,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Destiny's Child,221133,False,2001,65,0.73,0.602,6,-3.782,0,0.206,0.362,3.69e-06,0.169,0.927,97.954,0,0,1,0,0,0,0,0,0,0,0,0,1,0
*NSYNC,191040,False,2000,60,0.644,0.874,0,-4.666,0,0.0801,0.0459,2.24e-06,0.0584,0.882,165.09,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Erykah Badu,348893,False,2000,54,0.724,0.416,5,-8.964,0,0.0841,0.365,0.0,0.0969,0.578,151.181,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Marc Anthony,347106,False,1999,56,0.578,0.894,10,-5.42,1,0.0296,0.0103,2.66e-06,0.216,0.741,165.98,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Matchbox Twenty,256133,False,2000,54,0.518,0.83,6,-6.814,0,0.0386,0.0404,3.85e-06,0.375,0.527,95.468,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Gabrielle,219093,False,2001,60,0.558,0.481,8,-9.487,1,0.026,0.315,8.83e-06,0.09,0.631,144.673,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Backstreet Boys,230093,False,2000,70,0.575,0.786,9,-4.353,1,0.0296,0.252,0.0,0.159,0.518,96.102,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Creed,274800,False,1999,64,0.41,0.539,0,-8.412,1,0.0302,0.00425,0.00089,0.117,0.141,138.852,0,0,0,0,0,0,0,0,0,0,0,1,1,1
The Corrs,207506,False,2000,68,0.607,0.82,11,-7.754,1,0.0597,0.0541,6.8e-05,0.269,0.768,126.988,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Joe,296693,False,2000,65,0.725,0.487,8,-5.959,0,0.0368,0.26,1.09e-05,0.431,0.599,136.086,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Wheatus,241666,True,1999,71,0.625,0.85,4,-3.904,1,0.0495,0.346,0.000233,0.174,0.633,94.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christina Aguilera,203333,False,1999,64,0.829,0.915,8,-3.205,1,0.106,0.226,1.25e-05,0.246,0.779,118.903,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Creed,316733,False,1999,69,0.459,0.83,2,-6.254,1,0.0364,5.15e-05,0.00014,0.206,0.431,155.827,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Britney Spears,206226,False,2000,65,0.765,0.791,8,-5.707,1,0.0317,0.262,0.000154,0.0669,0.966,95.026,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nelly,287000,True,2000,68,0.865,0.664,2,-6.822,1,0.108,0.00689,0.0,0.142,0.565,162.831,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Shaggy,227600,False,2000,76,0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Destiny's Child,254026,False,2001,70,0.514,0.911,1,-2.027,0,0.41,0.0559,0.0,0.775,0.619,161.109,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Eminem,404106,True,2000,83,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kylie Minogue,230640,False,2001,73,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Christina Aguilera,264893,False,2001,68,0.76,0.801,5,-3.769,1,0.0534,0.0144,1.49e-05,0.665,0.653,109.919,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nelly Furtado,243160,False,2000,1,0.622,0.608,10,-5.085,1,0.036,0.138,5.38e-06,0.273,0.607,89.661,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Shakira,196160,False,2001,74,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14e-05,0.203,0.871,107.657,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Jimmy Eat World,165853,False,2001,78,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Train,259933,False,2001,77,0.481,0.638,0,-5.862,1,0.0276,0.153,0.0,0.154,0.497,79.064,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Geri Halliwell,254640,False,2001,62,0.637,0.929,5,-6.03,0,0.0447,0.063,0.00796,0.318,0.604,136.482,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Blu Cantrell,250706,False,2001,71,0.667,0.773,5,-4.983,0,0.0586,0.201,0.0,0.404,0.667,89.976,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Britney Spears,203600,False,2001,69,0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kylie Minogue,197826,False,2001,62,0.689,0.894,6,-6.342,0,0.0672,0.133,4.72e-05,0.0681,0.709,123.971,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Missy Elliott,252986,True,2001,57,0.622,0.669,9,-8.419,1,0.329,0.0266,2.97e-06,0.152,0.57,93.839,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Mary J. Blige,265866,False,2001,76,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Faithless,222435,False,2015,53,0.645,0.903,5,-10.587,0,0.0441,0.00188,0.799,0.147,0.61,135.977,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Limp Bizkit,213760,True,2000,73,0.603,0.933,1,-3.358,1,0.171,0.00591,0.0,0.206,0.709,96.306,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lasgo,220973,False,2001,65,0.643,0.981,7,-6.644,0,0.0439,0.0271,8.93e-05,0.11,0.38,140.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0
iio,253586,False,2006,54,0.661,0.855,8,-8.403,1,0.0377,0.0722,0.0185,0.199,0.601,123.943,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Emma Bunton,241000,False,2001,54,0.668,0.772,9,-5.4,0,0.0307,0.123,0.0,0.341,0.911,118.011,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112,264933,False,2001,57,0.66,0.71,1,-4.541,1,0.0409,0.0106,7.01e-06,0.0736,0.233,97.988,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Blue,223546,False,2001,63,0.721,0.737,5,-2.734,0,0.0324,0.121,0.0,0.165,0.931,97.996,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jessica Simpson,194026,False,2001,43,0.657,0.965,8,-2.771,0,0.0556,0.0285,8.84e-05,0.0552,0.669,93.013,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Crazy Town,216733,False,1999,71,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Michael Jackson,337733,False,2001,64,0.854,0.673,4,-3.132,0,0.185,0.038,0.000227,0.255,0.955,95.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Eve,230133,True,2001,73,0.908,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.032,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Jennifer Lopez,246160,False,2001,0,0.707,0.869,5,-4.525,0,0.0481,0.104,0.000121,0.0813,0.621,99.825,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Brandy,271626,False,2002,50,0.7,0.787,6,-5.176,0,0.0327,0.00666,3.68e-05,0.0724,0.556,102.043,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Nickelback,223840,False,2001,78,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Daft Punk,320357,False,2001,76,0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Outkast,270506,True,2000,82,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Fragma,213346,False,2001,50,0.682,0.917,11,-5.459,0,0.0318,0.15,0.0676,0.34,0.79,137.029,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Mariah Carey,229173,False,2001,42,0.721,0.79,1,-4.125,1,0.124,0.183,0.0,0.1,0.821,103.141,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Dido,218360,False,1999,73,0.725,0.583,1,-9.942,0,0.0427,0.3,0.000238,0.0665,0.762,79.984,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Joe,213026,False,2000,57,0.767,0.759,6,-6.516,1,0.117,0.0513,0.0,0.31,0.677,89.989,0,0,1,0,0,0,0,0,0,0,0,0,1,0
P.O.D.,256240,False,2001,69,0.563,0.86,8,-7.533,1,0.0621,0.00834,0.0106,0.39,0.517,97.867,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Jennifer Lopez,211493,True,2001,57,0.775,0.729,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Missy Elliott,211120,True,2001,68,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Ricky Martin,252706,False,2008,52,0.635,0.854,10,-5.02,0,0.0612,0.00579,0.0083,0.0623,0.59,100.851,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Christina Milian,231213,False,2001,60,0.872,0.868,10,-3.036,0,0.12,0.153,2.26e-05,0.843,0.822,105.005,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Roger Sanchez,452906,False,2000,50,0.61,0.82,3,-10.029,1,0.0312,0.000211,0.146,0.138,0.45,127.993,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gorillaz,340920,True,2001,74,0.663,0.694,10,-8.627,0,0.171,0.0253,0.0,0.0698,0.525,167.953,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2Pac,266506,True,2001,57,0.757,0.706,8,-6.665,1,0.203,0.0267,0.0,0.197,0.375,96.976,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tamia,285386,False,2000,48,0.676,0.601,0,-4.905,1,0.0297,0.103,0.0,0.147,0.206,119.94,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Mary J. Blige,326240,False,2001,61,0.653,0.837,6,-6.818,0,0.124,0.534,7.12e-05,0.0784,0.64,97.914,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Jennifer Lopez,221226,False,2001,67,0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Jamiroquai,295400,False,2001,65,0.878,0.724,10,-5.373,0,0.129,0.168,0.0116,0.133,0.904,121.906,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Case,284666,False,2001,55,0.612,0.579,1,-6.417,0,0.0553,0.285,0.0,0.0556,0.716,86.31,0,0,1,0,0,0,0,0,1,0,0,0,1,0
112,193093,False,2001,63,0.677,0.52,4,-6.255,0,0.334,0.00277,0.0,0.0532,0.768,203.862,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Five,218626,False,2001,47,0.631,0.821,4,-7.853,0,0.0867,0.00876,0.000247,0.293,0.547,118.007,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rui Da Silva,213133,False,2001,54,0.464,0.922,0,-8.399,1,0.0638,0.124,0.227,0.0546,0.695,129.078,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Ant Farm,209266,False,2001,75,0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Erick Sermon,223133,True,2001,57,0.897,0.466,10,-9.053,0,0.203,0.187,1.35e-06,0.0757,0.884,100.01,0,0,0,0,0,0,0,0,1,0,0,0,1,0
D12,304506,True,2001,68,0.78,0.634,1,-5.941,1,0.16,0.0199,2.98e-05,0.29,0.754,125.25,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Usher,210813,False,2016,26,0.888,0.8,5,-3.944,0,0.0946,0.0901,2.12e-05,0.229,0.866,106.957,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Madonna,280973,False,2000,53,0.699,0.618,7,-7.338,1,0.0594,0.0502,0.000925,0.0914,0.679,99.965,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Blue,207560,False,2001,58,0.582,0.707,10,-4.487,1,0.0319,0.0822,0.0,0.0467,0.701,78.375,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Atomic Kitten,195506,False,2001,58,0.578,0.581,0,-6.867,1,0.0318,0.0658,0.0042,0.0674,0.408,83.293,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jagged Edge,232573,False,2001,67,0.596,0.661,5,-6.239,0,0.226,0.31,0.0,0.0847,0.86,129.491,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Afroman,197760,True,2001,68,0.802,0.341,7,-8.56,1,0.488,0.169,0.0,0.0783,0.849,166.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S Club 7,233626,False,2001,63,0.822,0.672,7,-6.133,1,0.0329,0.0285,0.0,0.213,0.91,117.033,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Craig David,257200,False,2000,60,0.682,0.744,8,-6.981,1,0.0365,0.376,0.00951,0.06,0.827,132.493,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Nelly Furtado,276106,False,2000,1,0.587,0.679,2,-6.26,1,0.0927,0.0839,0.000316,0.413,0.65,180.184,0,0,0,0,0,0,0,0,1,0,1,0,1,0
The Supermen Lovers,234400,False,2001,61,0.739,0.679,0,-5.079,1,0.0373,0.000424,0.0187,0.389,0.786,127.487,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mis-Teeq,207400,False,2004,46,0.795,0.919,9,-3.07,0,0.0835,0.37,0.00863,0.189,0.96,134.079,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Jagged Edge,246720,False,2000,56,0.751,0.568,5,-5.431,0,0.0872,0.136,0.0,0.0288,0.646,128.002,0,0,1,0,0,0,0,0,1,0,0,0,1,0
S Club 7,201533,False,2001,60,0.585,0.702,0,-5.734,1,0.0325,0.538,0.0,0.216,0.51,139.909,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Enya,218546,False,2000,69,0.418,0.249,3,-13.744,1,0.0301,0.841,0.661,0.112,0.213,82.803,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Faith Hill,222120,False,2001,60,0.321,0.511,8,-7.77,1,0.0306,0.513,0.0,0.127,0.17,128.98,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Ronan Keating,212973,False,2000,58,0.541,0.899,1,-6.261,1,0.0633,0.0178,2.95e-06,0.286,0.829,106.676,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Destiny's Child,207906,False,2001,64,0.84,0.835,1,-4.386,0,0.275,0.00281,1.11e-06,0.152,0.637,103.376,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Steps,197360,False,2000,53,0.573,0.665,8,-5.081,1,0.0239,0.108,2.09e-06,0.095,0.347,105.006,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Sunshine Anderson,295826,False,2001,56,0.697,0.925,3,-4.209,0,0.216,0.0614,0.0,0.095,0.678,96.951,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Lenny Kravitz,231666,False,2000,68,0.55,0.804,2,-5.218,1,0.0271,0.0148,4.33e-05,0.105,0.789,79.166,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Daniel Bedingfield,162333,False,2002,46,0.836,0.762,7,-5.044,0,0.0598,0.0826,5.48e-05,0.102,0.941,133.592,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DB Boulevard,231166,False,2018,0,0.676,0.715,6,-6.854,1,0.0287,0.00284,0.0746,0.0685,0.275,129.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Janet Jackson,329933,False,2001,65,0.753,0.934,2,-3.011,1,0.0736,0.0174,0.065,0.128,0.73,113.525,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Atomic Kitten,185013,False,2001,66,0.747,0.706,4,-4.653,1,0.0413,0.0844,0.00355,0.174,0.567,94.019,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ja Rule,257066,False,2001,64,0.874,0.768,6,-4.086,1,0.311,0.0554,0.0,0.041,0.636,106.095,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Destiny's Child,221133,False,2001,65,0.73,0.602,6,-3.782,0,0.206,0.362,3.69e-06,0.169,0.927,97.954,0,0,1,0,0,0,0,0,0,0,0,0,1,0
