artist,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Dance/Electronic,Folk/Acoustic,R&B,World/Traditional,blues,classical,country,easy listening,hip hop,jazz,latin,metal,pop,rock
Meek Mill,223973,True,2015,68,0.589,0.658,11,-5.288,0,0.203,0.0242,0.0,0.118,0.251,77.521,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Big Sean,284386,True,2015,75,0.824,0.733,1,-5.474,1,0.0613,0.0362,0.0,0.325,0.395,97.972,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Kygo,271640,False,2016,76,0.704,0.634,11,-7.374,0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Drake,205879,True,2015,0,0.853,0.558,1,-7.448,1,0.202,0.0462,0.0,0.341,0.654,142.079,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Petit Biscuit,237792,False,2015,71,0.783,0.467,6,-9.474,1,0.0503,0.729,0.809,0.109,0.236,90.838,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shawn Mendes,206880,False,2015,78,0.746,0.754,1,-6.684,1,0.0676,0.0152,0.0,0.0486,0.746,149.882,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Flo Rida,224258,False,2015,67,0.854,0.766,9,-4.697,0,0.141,0.0242,0.0,0.0793,0.784,118.004,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Selena Gomez,227373,False,2014,64,0.616,0.789,7,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83.066,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jack Ü,250285,False,2015,74,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Ellie Goulding,213445,False,2015,0,0.699,0.688,2,-6.607,0,0.0522,0.264,4.11e-06,0.0863,0.742,154.943,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Bryson Tiller,198293,True,2015,78,0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Rich Homie Quan,176674,True,2015,1,0.676,0.615,6,-7.534,0,0.0496,0.0384,0.0,0.341,0.883,163.993,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Joel Adams,210580,False,2015,71,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zedd,238800,False,2015,0,0.561,0.877,9,-2.215,0,0.0659,0.00621,8.11e-06,0.28,0.375,130.003,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Jonas Blue,212424,False,2015,67,0.644,0.57,9,-6.994,1,0.052,0.484,0.0,0.299,0.527,113.945,1,0,0,0,0,0,0,0,0,0,0,0,1,0
BØRNS,218173,False,2015,0,0.373,0.858,6,-6.536,0,0.0889,0.00407,0.0016,0.256,0.605,120.063,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Sigala,229813,False,2018,66,0.68,0.942,9,-4.208,1,0.0631,0.175,0.0013,0.117,0.647,123.976,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Justin Bieber,200786,False,2015,80,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ariana Grande,197266,False,2014,79,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Little Mix,211773,False,2015,1,0.777,0.896,4,-4.467,1,0.0619,0.0352,0.0,0.317,0.843,111.987,0,0,0,0,0,0,0,0,0,0,0,0,1,0
One Direction,230333,False,2015,77,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.119,0.396,99.933,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Years & Years,255506,False,2015,55,0.667,0.716,1,-5.21,0,0.0349,0.189,0.0,0.104,0.493,108.002,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Meghan Trainor,182666,False,2015,70,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nicky Jam,206666,False,2017,51,0.736,0.719,8,-3.839,1,0.0357,0.256,0.0,0.0909,0.656,90.013,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Weeknd,230453,True,2016,0,0.681,0.594,7,-7.028,1,0.282,0.165,3.49e-06,0.134,0.535,186.054,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Drake,173986,False,2016,84,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Justin Bieber,233720,False,2015,0,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Chainsmokers,244960,False,2016,83,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Adele,295502,False,2015,1,0.471,0.431,5,-6.129,0,0.0342,0.329,0.0,0.0854,0.289,157.98,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Desiigner,246761,True,2016,70,0.576,0.766,10,-4.943,0,0.449,0.028,1.68e-06,0.366,0.236,144.833,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Burak Yeter,241874,False,2016,72,0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sia,224813,False,2016,67,0.592,0.8,6,-4.931,0,0.215,0.0561,2.01e-06,0.0775,0.728,89.972,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OneRepublic,169773,False,2016,70,0.552,0.689,10,-6.444,0,0.0425,0.0915,0.0,0.27,0.349,99.961,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rihanna,219320,True,2016,75,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Coldplay,258266,False,2015,82,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Justin Bieber,200786,False,2015,80,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Justin Timberlake,236001,False,2016,76,0.666,0.83,0,-5.715,1,0.0751,0.0123,0.0,0.191,0.702,113.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WILLOW,196520,False,2015,86,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Desiigner,239853,True,2016,67,0.603,0.725,6,-3.054,1,0.0393,0.174,0.0,0.0786,0.304,122.803,0,0,0,0,0,0,0,0,1,0,0,0,1,0
G-Eazy,251466,True,2015,77,0.756,0.674,0,-6.518,0,0.0959,0.0184,0.0,0.158,0.389,111.995,0,0,0,0,0,0,0,0,1,0,0,0,1,0
David Guetta,207272,False,2016,68,0.367,0.915,9,-3.456,0,0.0488,0.0022,5.81e-05,0.0905,0.365,110.169,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Astrid S,208728,False,2016,0,0.672,0.589,7,-5.008,0,0.049,0.082,0.0,0.0962,0.379,120.036,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Lil Wayne,243490,True,2016,75,0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Twenty One Pilots,195920,False,2016,80,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Future,313546,True,2016,74,0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Galantis,189126,False,2016,67,0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The Chainsmokers,208373,False,2016,79,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Tinie Tempah,196000,True,2016,62,0.916,0.804,0,-3.406,1,0.049,0.37,1.18e-05,0.0812,0.538,120.028,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Alok,192846,False,2016,51,0.788,0.43,11,-7.757,1,0.0419,0.537,0.00261,0.0936,0.461,121.996,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Jon Bellion,217603,True,2016,70,0.617,0.567,0,-4.188,1,0.0828,0.0584,0.0,0.0933,0.505,90.246,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Cheat Codes,228361,False,2016,0,0.51,0.692,0,-5.825,1,0.171,0.00451,0.0,0.138,0.209,102.42,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Meghan Trainor,213506,False,2017,69,0.557,0.803,1,-3.599,0,0.213,0.0124,1.61e-06,0.737,0.657,92.134,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dua Lipa,187957,False,2017,65,0.532,0.868,3,-4.23,0,0.0908,0.011,0.0,0.0584,0.529,110.127,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Martin Garrix,195706,False,2016,76,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Alan Walker,212106,False,2018,78,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tove Lo,197815,True,2016,0,0.674,0.71,9,-7.042,0,0.111,0.343,6.71e-06,0.129,0.234,101.983,1,0,0,0,0,0,0,0,0,0,0,0,1,0
DJ Snake,205946,False,2016,81,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Calvin Harris,222160,False,2016,79,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Mike Posner,197933,True,2016,77,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Kevin Gates,240000,True,2016,69,0.895,0.681,7,-5.267,0,0.358,0.157,0.0,0.189,0.554,121.918,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Rihanna,191600,True,2016,80,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Ariana Grande,226160,True,2016,0,0.648,0.738,6,-5.883,0,0.247,0.0408,0.0,0.292,0.603,159.145,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Marshmello,273802,False,2016,71,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Shawn Mendes,223853,False,2015,73,0.687,0.761,9,-4.582,0,0.0876,0.102,0.0,0.147,0.743,113.939,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Selena Gomez,229080,False,2015,69,0.672,0.593,11,-4.01,0,0.0304,0.0223,0.0,0.214,0.438,98.02,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Calvin Harris,219159,False,2016,74,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Fitz and The Tantrums,193253,False,2016,64,0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Twenty One Pilots,214506,False,2015,80,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Flo Rida,192190,False,2015,76,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Ariana Grande,235946,False,2016,0,0.677,0.604,7,-5.32,1,0.0385,0.0612,0.0,0.353,0.297,134.052,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Anne-Marie,205593,True,2016,57,0.756,0.589,0,-5.093,1,0.232,0.0812,0.0,0.176,0.811,146.928,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Charlie Puth,217706,False,2016,79,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AlunaGeorge,209425,False,2016,0,0.734,0.847,11,-3.713,0,0.0346,0.355,0.000144,0.154,0.673,104.013,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Enrique Iglesias,199693,False,2016,68,0.716,0.908,8,-3.254,0,0.103,0.0858,0.0,0.135,0.869,91.03,0,0,0,0,0,0,0,0,0,0,1,0,1,0
MNEK,213427,False,2015,45,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Perry,183414,False,2016,70,0.632,0.575,5,-6.478,1,0.029,0.0225,1.81e-06,0.104,0.188,90.037,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Drake,267066,False,2016,0,0.903,0.62,2,-8.094,1,0.0587,0.00347,0.000119,0.0504,0.539,134.96,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Ariana Grande,244453,False,2016,3,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Shawn Mendes,187973,False,2017,82,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tory Lanez,237786,True,2016,73,0.546,0.529,11,-10.511,0,0.0583,0.0862,6.5e-06,0.124,0.247,107.331,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Coldplay,263786,False,2015,76,0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Kungs,195561,False,2016,0,0.79,0.705,0,-4.684,0,0.0383,0.0807,4.81e-05,0.251,0.501,121.969,1,0,0,0,0,0,0,0,0,0,0,0,1,0
SAYGRACE,201493,False,2016,69,0.332,0.635,7,-5.653,1,0.0898,0.159,2.79e-06,0.0599,0.261,186.249,0,0,1,0,0,0,0,0,0,0,0,0,1,0
X Ambassadors,195200,False,2015,75,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,0,0,0,0,0,0,0,0,1,0,0,0,1,1
DNCE,219146,True,2016,79,0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002,0,0,0,0,0,0,0,0,0,0,0,0,1,0
99 Souls,216613,False,2016,55,0.683,0.943,9,-3.6,1,0.0397,0.00423,0.0972,0.0356,0.706,118.991,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Illy,255889,False,2016,51,0.369,0.618,6,-6.304,0,0.249,0.161,0.0,0.257,0.467,191.863,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Kiiara,225882,False,2015,55,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Kygo,222813,False,2016,0,0.678,0.633,8,-6.443,0,0.171,0.151,0.0,0.147,0.478,99.886,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Fifth Harmony,214480,False,2016,75,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Drake,212946,True,2016,63,0.713,0.462,7,-10.027,1,0.123,0.192,2.16e-06,0.105,0.0594,133.053,0,0,1,0,0,0,0,0,1,0,0,0,1,0
ZAYN,203686,True,2016,59,0.588,0.702,11,-4.271,1,0.0496,0.104,0.0,0.089,0.429,124.909,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Alessia Cara,199453,False,2016,66,0.376,0.822,0,-3.974,1,0.104,0.0783,0.0,0.0841,0.327,120.493,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DJ Snake,220573,False,2016,0,0.611,0.7,9,-5.331,1,0.0436,0.0199,0.0,0.0549,0.213,104.981,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Sigala,202149,False,2015,46,0.683,0.91,10,-1.231,1,0.0515,0.0553,4.78e-06,0.336,0.674,124.977,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Drake,205879,True,2015,72,0.852,0.553,1,-7.286,1,0.187,0.0559,0.0,0.332,0.656,142.079,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Charlie Puth,199133,False,2016,62,0.696,0.517,2,-8.379,0,0.0366,0.364,0.0,0.197,0.23,112.291,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nick Jonas,234213,False,2016,69,0.654,0.623,6,-5.273,0,0.082,0.253,0.0,0.144,0.401,123.996,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jonas Blue,196613,False,2016,0,0.742,0.819,1,-5.307,1,0.0487,0.372,0.0,0.277,0.709,117.986,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Major Lazer,185351,False,2016,0,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,1,0,0,0,0,0,0,0,1,0,0,0,1,0
The Chainsmokers,226738,False,2015,73,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Tory Lanez,228640,True,2016,0,0.688,0.541,11,-8.128,0,0.114,0.0118,0.0,0.123,0.247,95.109,0,0,1,0,0,0,0,0,1,0,0,0,1,0
P!nk,215413,False,2016,68,0.632,0.702,7,-5.92,1,0.148,0.0114,0.0,0.108,0.523,162.958,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bryson Tiller,198293,True,2015,78,0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Steve Aoki,198774,False,2016,63,0.647,0.932,11,-3.515,1,0.0824,0.00383,1.5e-06,0.0574,0.374,114.991,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Clean Bandit,225914,False,2016,60,0.605,0.77,5,-3.645,0,0.0446,0.0431,0.0,0.159,0.298,130.037,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Jonas Blue,212424,False,2015,1,0.459,0.587,9,-6.983,1,0.0785,0.453,0.0,0.307,0.581,113.901,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Flume,233337,True,2016,0,0.443,0.558,0,-5.436,1,0.0624,0.441,0.0,0.163,0.248,116.838,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bastille,206493,False,2016,65,0.73,0.758,1,-4.888,1,0.0653,0.147,0.0,0.311,0.877,120.041,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Sia,210226,False,2016,68,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PARTYNEXTDOOR,202661,False,2016,62,0.598,0.496,0,-9.309,1,0.0804,0.0253,0.00132,0.12,0.725,128.06,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Garrett Nash,251033,True,2016,77,0.492,0.275,6,-13.4,0,0.3,0.687,0.0,0.101,0.18,92.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Hilltop Hoods,239280,False,2016,63,0.766,0.5,11,-7.558,1,0.0695,0.719,5.91e-06,0.304,0.71,84.044,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Fifth Harmony,210573,False,2016,62,0.689,0.791,0,-5.194,0,0.053,0.023,0.0,0.0526,0.755,95.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Daya,202221,False,2016,1,0.657,0.739,2,-4.081,1,0.274,0.141,0.0,0.178,0.543,181.994,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Kent Jones,198236,True,2016,63,0.464,0.771,8,-4.503,1,0.336,0.0235,0.0,0.063,0.69,158.777,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Flume,262521,True,2016,53,0.581,0.531,3,-6.829,0,0.0322,0.0731,3.27e-06,0.0616,0.273,75.255,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryson Tiller,194613,True,2015,76,0.525,0.433,6,-10.598,1,0.185,0.107,0.0,0.135,0.276,160.108,0,0,1,0,0,0,0,0,1,0,0,0,1,0
MØ,235826,False,2016,66,0.695,0.672,1,-6.109,0,0.0345,0.014,7.95e-05,0.0756,0.245,104.988,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Beyoncé,232560,True,2016,67,0.775,0.598,2,-7.274,1,0.0535,0.00175,4.44e-06,0.253,0.356,129.988,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Little Mix,246240,False,2017,1,0.773,0.747,5,-4.061,1,0.0889,0.0239,8.23e-06,0.11,0.8,126.014,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Lumineers,160097,False,2016,0,0.664,0.576,5,-6.429,1,0.0286,0.63,0.000198,0.0902,0.621,76.026,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Frank Ocean,184516,False,2016,79,0.544,0.552,9,-7.45,1,0.0991,0.67,4.57e-05,0.415,0.554,159.738,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Drake,263373,True,2016,74,0.794,0.653,7,-7.839,1,0.104,0.0489,4.88e-05,0.1,0.397,117.996,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Ed Sheeran,233712,False,2017,84,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sean Paul,221176,False,2018,84,0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Luis Fonsi,228200,False,2017,0,0.66,0.786,2,-4.757,1,0.17,0.209,0.0,0.112,0.846,177.833,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Sam Smith,201000,False,2017,79,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Clean Bandit,251088,False,2016,75,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Camila Cabello,216896,False,2017,1,0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Imagine Dragons,187146,False,2017,1,0.6,0.81,0,-4.749,1,0.0479,0.00683,0.21,0.155,0.298,167.88,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maroon 5,214265,False,2018,68,0.783,0.61,7,-6.124,1,0.0696,0.343,0.0,0.0983,0.418,100.047,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Chainsmokers,247160,False,2017,83,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Ed Sheeran,263400,False,2017,85,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MGMT,299960,False,2018,81,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Travis Scott,243836,True,2016,83,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Billie Eilish,180933,False,2017,84,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Future,204600,True,2017,79,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,0,0,0,0,0,0,0,0,1,0,0,0,1,0
G-Eazy,268866,True,2017,0,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Maroon 5,234308,True,2017,0,0.697,0.716,9,-6.288,0,0.113,0.118,0.0,0.0424,0.506,99.905,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rae Sremmurd,208120,True,2016,75,0.681,0.314,8,-9.319,1,0.0581,0.2,9.82e-06,0.1,0.166,139.992,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Lil Peep,231546,True,2017,77,0.534,0.583,2,-8.672,1,0.0288,0.0262,0.0,0.421,0.145,105.997,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A$AP Ferg,173600,True,2017,74,0.797,0.844,11,-5.482,1,0.275,0.0651,0.0,0.087,0.52,170.142,0,0,0,0,0,0,0,0,1,0,0,0,1,0
French Montana,233901,True,2017,82,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,0,0,0,0,0,0,0,0,1,0,0,0,1,0
21 Savage,220306,True,2017,74,0.884,0.347,8,-8.227,0,0.35,0.015,7e-06,0.0871,0.376,75.016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Axwell /\ Ingrosso,203000,False,2017,0,0.645,0.741,5,-4.989,0,0.0339,0.0323,0.0,0.29,0.534,123.07,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ZAYN,239000,False,2017,77,0.259,0.437,11,-6.589,0,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,1,0,0,0,0,0,0,0,0,0,0,0,1,0
J Balvin,189029,False,2017,53,0.548,0.701,11,-4.862,0,0.0914,0.0178,1.34e-05,0.134,0.309,104.237,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jax Jones,213946,True,2016,1,0.876,0.669,11,-6.054,0,0.138,0.163,0.0,0.185,0.682,124.007,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Rae Sremmurd,291893,True,2016,75,0.794,0.632,0,-6.163,1,0.0649,0.142,0.0,0.128,0.355,145.926,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Zara Larsson,224030,False,2017,67,0.576,0.782,6,-4.825,0,0.0296,0.00778,0.0,0.285,0.355,141.153,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Travis Scott,190677,False,2017,0,0.763,0.598,11,-6.865,1,0.0539,0.0714,0.0,0.112,0.182,140.987,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Ayo & Teo,238586,False,2017,69,0.804,0.886,1,-2.512,1,0.04,0.0837,0.0,0.266,0.789,144.946,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Lil Uzi Vert,182706,True,2017,81,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Imagine Dragons,201240,False,2017,80,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rob $tone,177184,True,2016,76,0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,0,0,0,0,0,0,0,0,1,0,0,0,0,0
